,company,number_reviews,search_city,star_rating,summary,title,website,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page
1209,IBM,12382.0,"Boston, MA",4.25,Discover “stories” told by the data and presents them to other scientists and business managers. 3 years of experience with one or more data/statistics tools...,Watson Health - Data Scientist,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AcKrCDQ_eChMN_hHoeVwk0t6ouhlvRsMi3bqSMrWgRh5dQMLvJv6BTSai9X1ceMGysRpcB9fMc_oHmDSXBQKovSDq-ur0xcBBzSkGf0ZZ763-ARFXxlaH3FAMCQ01HLSI5idsfxtT6PToOUcpy8U9qBWwLw1xGFb7iY-kbCc1TH3XbBmk09xYR7wqEBsJpgGcTNiMa_f8FTWXtRH0HOIentQsEPDabMztbX6KniRvfWY99SVYZvbuVf7O9ePGmGv73E4yTzEu_lVYQnR2Z6Mr8tY4a-5CfLsuvc65fmuRHjtbEp6RG2iLARzNOMfxNPtdRbz76KNckcxPSKn-M80cfMy-QQkbQbqqqcNE8Ng_CPXEm3mseG5HyuuZLBG3mNs6ue5IdZj_jTsW8ZlsJE1RDQQx-bSs4tTiGeQIuEbYq1K82Ek74p8yW6tSEWRgehZntbbx4_tRaqoi2GVTFyu1moUVGpdKv3oawDjymbQDKOGlwu489nG9PNV4X-TeVMBV-cjZ0c_phreJjoGBkA_dDEjYOVVgQE0VwQ2stev3P18QuunMTrAF7HG4qq2qbjMeCe-lRTw1R5zwYLWpoSbSWmHgy00kjrs9KgP-qbzyUc-gD1Kq7uHlR&p=5&sk=&fvj=0,,,1,more than 30 days ago,0,1
1213,Indeed Prime,,"Boston, MA",,"Expert in Python and core libraries used by data scientists (Numpy, Scipy, Pandas, Scikit-learn, Matplotlib/Seaborn, etc.)....",Data Scientist,http://www.indeed.com/cmp/Indeed-Prime/jobs/Data-Scientist-a7e71b866947d01e?r=1&fccid=72e9a6d69e66d858,,,0,19-24 days ago,1,2
1214,Vertex Pharmaceuticals,38.0,"Boston, MA",3.65,"The candidate will work closely with scientists and other software development colleagues to suggest new ways to analyze data, develop predictive analytics and...",Data Scientist,http://www.indeed.com/rc/clk?jk=765c6fe3235a3127&fccid=14b7875e481a1a70,,,0,13-18 days ago,1,2
1215,State Street,868.0,"Boston, MA",3.5,Along with new datasets come new machine learning techniques to make use of these. Our information technology team is looking for a data scientist to support...,Data Scientist,http://www.indeed.com/rc/clk?jk=00e49ce025b8313b&fccid=92f1ccd9154b0139,,,0,19-24 days ago,1,2
1216,Wayfair,100.0,"Boston, MA",3.55,"Data mining - uncover deep insight hidden in our vast repository of raw data, and provide tactical guidance on how act on findings....",Data Scientist,http://www.indeed.com/rc/clk?jk=9f49fb36d972eaf6&fccid=95485c6456ed2114,,,0,19-24 days ago,1,2
1217,Amazon Corporate LLC,9937.0,"Boston, MA",3.6,"As a Data Scientist in our Applied Modeling team, you will be responsible for data-driven improvements to our spoken language understanding models....",Data Scientist,http://www.indeed.com/rc/clk?jk=1631e3a91a12bd42&fccid=fe2d21eef233e94a,,,0,13-18 days ago,0,2
1218,"Boston, Massachusetts",,"Boston, MA",,"Prior experience/expertise in payer analytics space or claims transactional , conducting analytics using claims data and clinical data from sources such as EHR...",Data Scientist - Healthcare,http://www.indeed.com/rc/clk?jk=ef57ae3da154dd4e&fccid=e349a05bc3b2a022,,,0,13-18 days ago,1,2
1219,Akamai,61.0,"Boston, MA",4.3,"As a Data scientist you will be responsible for:. Completing projects that require data mining, analysis, and presentation in a timely fashion....",Data Scientist,http://www.indeed.com/rc/clk?jk=8dcb69dd20ec366f&fccid=9c094dedde5fb497,,,0,13-18 days ago,0,2
1220,pulseData,,"Boston, MA",,You’re inspired to use data science and machine learning to help get people healthy. Wrangle large data sets from client health systems and manipulate them in...,Data Scientist,http://www.indeed.com/rc/clk?jk=6f91730379c0f1fc&fccid=2c23f29fcd5c78da,,,0,19-24 days ago,1,2
1221,QPID Health,,"Boston, MA",,"Design, develop, and prototype machine learning and statistical analysis techniques to automate clinical decision making, including deep learning, collaborative...",Machine Learning Data Scientist,http://www.indeed.com/rc/clk?jk=b9534037fb378bb2&fccid=019007fa2a29a8a5,,,0,13-18 days ago,1,2
1222,Finch Therapeutics,,"Boston, MA",,"You will further our microbial drug development platform by mining microbial datasets, developing our machine learning platform, and working closely with both...",Data Scientist,http://www.indeed.com/rc/clk?jk=46dd5d3b34eb8095&fccid=74bdc344f1934b20,,,0,13-18 days ago,0,2
1258,Analysis Group,5.0,"Boston, MA",4.45,"Creating interactive analytics portals and data visualizations (e.g., using R/Shiny, Python/Flask, D3)....",Data Scientist,http://www.indeed.com/rc/clk?jk=104372296a1d5292&fccid=0fc0821efa996180,,,0,more than 30 days ago,1,5
1259,Amazon Corporate LLC,9937.0,"Boston, MA",3.6,"Solid Machine Learning background and familiar with standard speech and machine learning techniques. Amazon is looking for a passionate, talented, and inventive...",Machine Learning Scientist,http://www.indeed.com/rc/clk?jk=b1789a81d3d971be&fccid=fe2d21eef233e94a,,,0,7-12 days ago,0,5
1260,Pfizer Inc.,1855.0,"Boston, MA",4.34999975,"Primarily, the data will encompass clinical data as well as broad omics profiling including next generation sequencing as well as other methods for in depth...","Data Scientist, Inflammation and Immunology Research",http://www.indeed.com/cmp/Pfizer-Inc./jobs/Data-Scientist-04a294feed2acb5a?r=1&fccid=5e118f74384e090a,,,0,19-24 days ago,0,5
1261,Museum of Science,24.0,"Boston, MA",4.40000025,"Free parking, T accessibility, 23 vacation days, 12 holidays, 5-10 sick days, medical, dental, and vision insurance, short- and long-term disability, life...",Senior Research Analyst,http://www.indeed.com/rc/clk?jk=836eb8cdca04bf41&fccid=c5800f21931c30b1,,,0,7-12 days ago,1,5
1262,Microsoft,2536.0,"Boston, MA",4.34999975,Our partners are building amazing applications and we are looking for a Data Scientist with strong analytical and developer skills to join the DX Technical Team...,Principal Data & Applied Scientist,http://www.indeed.com/rc/clk?jk=a67fe5b77afb9bcf&fccid=734cb5a01ee60f80,,,0,more than 30 days ago,0,5
1263,Forrester,12.0,"Boston, MA",3.6,"The Data Consultant works with sales, analysts, consultants, data scientists, and other data team members to help qualify, scope, manage, and deliver tailored...",Data Consultant,http://www.indeed.com/rc/clk?jk=a097dba8f6b662a5&fccid=058abecc263f56ba,,,0,13-18 days ago,0,5
1264,GE Corporate,1553.0,"Boston, MA",4.3,"Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics....",Staff Data Scientist,http://www.indeed.com/rc/clk?jk=5d28fc7ff1e3bac0&fccid=c5c99ec01e2125aa,,,0,19-24 days ago,1,5
1265,Tufts Medical Center,144.0,"Boston, MA",3.7,"Tufts CTSI accelerates the translation of laboratory research into clinical use, medical practice, and health policy....",Statistical Associate I,http://www.indeed.com/rc/clk?jk=783b21cd0b562431&fccid=5fef92f16580d9bd,,,0,13-18 days ago,1,5
1266,Celect,,"Boston, MA",,"Founded by MIT professors and based on award winning science on choice modeling, Celect has built an experienced team of data scientists and retail experts, and...",Data Analyst,http://www.indeed.com/rc/clk?jk=cdb433c2304f4455&fccid=98cf89b6f2757d12,,,0,7-12 days ago,1,5
1267,Cardinal Health,1485.0,"Boston, MA",3.6,"Master’s degree in a quantitative or technical field (e.g., engineering, data science, applied analytics, mathematics)....",Quantitative Analyst,http://www.indeed.com/rc/clk?jk=54098a78bb27acec&fccid=87b328666e50453b,,,0,19-24 days ago,0,5
1288,Domeyard LP,,"Boston, MA",,"Send resume + cover letter to careers @ domeyard . Familiarity with lock-free and wait-free data structures. Benchmarking, profiling and performance tuning of...",HPC Scientist at HFT Hedge Fund,http://www.indeed.com/cmp/Domeyard-LP/jobs/Hpc-Scientist-At-Hft-Hedge-Fund-edf3a3681ef7d8b0?r=1&fccid=6ee9832133724963,yearly,120000.0,0,in the last day,1,7
1289,Plymouth Rock Assurance Corporation,,"Boston, MA",,"An advanced degree in mathematics, machine learning, economics, statistics or a related field (background in Bayesian statistics preferred)....",Data Scientist,http://www.indeed.com/rc/clk?jk=7d23fb51a6d2b792&fccid=711fe5b1e58ec038,,,0,more than 30 days ago,1,7
1290,"Lynx, Inc.",,"Boston, MA",,"They are interested in your experience in Unix/Linux, Python, R, Machine Learning, NLP, Business Intelligence and Marketing Analytics tools....",Data Scientist,http://www.indeed.com/rc/clk?jk=8c9a8503843eebaf&fccid=98b7f0d4351b5b12,,,0,1-6 days ago,1,7
1291,"Truven Health Analytics, an IBM Company",,"Boston, MA",,At least 5 years of expertise in one or more of the following areas Predictive analytics/modeling or Data mining OR Machine learning....,Sr. Director Predictive Modeling,http://www.indeed.com/rc/clk?jk=40fb12be97ac5ab3&fccid=24717fa04ddaea5d,,,0,1-6 days ago,1,7
1292,Amazon Corporate LLC,9937.0,"Boston, MA",3.6,"PhD with specialization in machine learning applied in multimodal data processing and information fusion, with at least 3 years of related work experience....",Multimodal Machine Learning Scientist,http://www.indeed.com/rc/clk?jk=aad34d95918a1375&fccid=fe2d21eef233e94a,,,0,more than 30 days ago,0,7
1293,KAYAK,3.0,"Boston, MA",5.0,"Use predictive analytics and machine learning to create new products or drive business decisions. Awesome health, dental and vision insurance plans....",Data Scientist,http://www.indeed.com/rc/clk?jk=e74603b20ffdd818&fccid=3fc1e7f5af93d293,,,0,more than 30 days ago,0,7
1294,Partners HealthCare(PHS),189.0,"Boston, MA",4.25,"We are seeking a highly skilled diverse set of machine learnists, data scientists, clinicians and product leaders to drive the translation of machine learning...","Innovation Fellow, Clinical Data Science Center",http://www.indeed.com/rc/clk?jk=445f9f72145ccbcc&fccid=26ed24f5b2eebd9b,,,0,1-6 days ago,1,7
1295,Hollister Staffing,7.0,"Boston, MA",4.45,"They are seeking a Data Scientist who is excited about machine learning, big data projects, and keeping their work on the cutting edge....",Data Scientist,http://www.indeed.com/rc/clk?jk=2d02469a99c70c4f&fccid=57bd055c65abba39,,,0,1-6 days ago,1,7
1296,AIR Worldwide Corporation,,"Boston, MA",,"She/he works with meteorologists, climate scientists, engineers, software professionals, statisticians, and actuaries to incorporate the latest storm surge...","Scientist, Storm Surge Modeling","http://www.indeed.com/cmp/Fusion-Solutions,-LLC/jobs/Scientist-76b1b84aae8e2fd1?r=1&fccid=7d719867f43d18f5",,,0,in the last day,1,7
1297,Broad Institute,18.0,"Boston, MA",4.34999975,"Experience with a scientific programming environment, such as R or Matlab, is preferred. By applying your computational and modeling skills to multimodal cancer...","Data Scientist, Machine Learning",http://www.indeed.com/rc/clk?jk=0359bab3f764f451&fccid=b8295c348463e6f3,,,0,more than 30 days ago,1,7
1303,KAYAK.com,,"Boston, MA",,"Use predictive analytics and machine learning to create new products or drive business decisions. Awesome health, dental and vision insurance plans....",Data Scientist,http://www.indeed.com/rc/clk?jk=7552852d4a2579f2&fccid=3ac5f429ef1062dc,,,0,more than 30 days ago,0,8
1304,Jobspring Partners,14.0,"Boston, MA",3.25,An understanding of Signal Processing Data. They are looking for a Data Scientist/Engineer who can come in and help the team figure out the best ways to...,Data Scientist/Engineer,http://www.indeed.com/rc/clk?jk=baa3869ed9b0b696&fccid=4a2d2fbadf14d480,yearly,105000.0,0,in the last day,0,8
1305,Verizon,11332.0,"Boston, MA",4.25,"Or Master’s Degree in operations research, applied statistics, data mining, machine learning, physics, related quantitative discipline or work experience....",Senior Data Scientist,http://www.indeed.com/rc/clk?jk=14a1d8e769d07bef&fccid=f7029f63fe5c906e,,,0,more than 30 days ago,1,8
1306,Evidera,5.0,"Boston, MA",3.55,"Through its market leading portfolio of health economics, outcomes research, market access, data analytics and epidemiology services, it partners with life...","Associate Statistician – Modeling & Simulation – Waltham, MA",http://www.indeed.com/rc/clk?jk=b1bf5e018c6d02d5&fccid=13bdc6eb14329ae4,,,0,7-12 days ago,1,8
1307,Charles Schwab,441.0,"Boston, MA",4.3,"To guide investment decisions and manage portfolio risk, we use our proprietary Global Strategies Model. Windhaven Investment Management is an SEC-registered...",Quantitative Analyst - Windhaven Investment Management,http://www.indeed.com/rc/clk?jk=4fee7811e1febada&fccid=3c74eafe288fc8ca,,,0,7-12 days ago,1,8
1308,Harvard University,306.0,"Boston, MA",4.40000025,"PhD in Biology, Physics, Bioinformatics, or a related field, or a master’s degree and 3 years' experience in image data analysis....",Imaging Data Curator,http://www.indeed.com/rc/clk?jk=7fd98a87cf190b3a&fccid=5507a64404691526,,,0,13-18 days ago,1,8
1309,"Broadridge Financial Solutions, Inc.",229.0,"Boston, MA",3.6,"Deep passion and fundamental understanding of design, algorithms, and data structures in modern and sub-modern machine learning and AI fields....","Director, Deep Learning Data Architecture",http://www.indeed.com/rc/clk?jk=92307eb3ac5acb6d&fccid=55e246035f02c566,,,0,7-12 days ago,1,8
1310,GenePeeks,,"Boston, MA",,Work with scientists to develop computational methods and tools to support new assay and implement data analyses....,Bioinformatic Analyst,http://www.indeed.com/rc/clk?jk=eaf8c9f2ab91b0e9&fccid=2bea6e00767b9caf,,,0,1-6 days ago,0,8
1311,Decision Resources Group,2.0,"Boston, MA",4.5,"Commercial Targeting and Advanced Analytics is a team within D&A that is composed of data scientists, social scientists, developers, and marketing experts....",Data Scientist,http://www.indeed.com/rc/clk?jk=041ab3b2be328f5f&fccid=4c281b4ea1cb3143,,,0,25-30 days ago,1,8
1312,ThriveHive,,"Boston, MA",,"As our primary data scientist, you will dive deep into our customer data to identify the actions and behaviors of successful small business marketing, and use...","Open Data Scientist | Cambridge, MA",http://www.indeed.com/rc/clk?jk=1056715d6afd92ce&fccid=a85517a4ebf56b0c,,,0,more than 30 days ago,0,8
1318,Jobspring Partners,14.0,"Boston, MA",3.25,One of Newton’s fastest growing SaaS companies is looking for a data scientist to build predictive models and run analytics for customer data for restaurants....,Data Analysis,http://www.indeed.com/rc/clk?jk=1f0fc9f9c271e3c6&fccid=4a2d2fbadf14d480,yearly,90000.0,0,1-6 days ago,1,9
1319,Jobspring Partners,14.0,"Boston, MA",3.25,"This position is designed to liaise between product teams, software engineers and data scientists to come up with unique and novel prospective on complex data...",Data Analyst,http://www.indeed.com/rc/clk?jk=ae3f093a1cef13f4&fccid=4a2d2fbadf14d480,yearly,92500.0,0,in the last day,1,9
1320,Santander Holdings USA Inc,,"Boston, MA",,"Working knowledge of structured programming languages including SAS, SQL, Unix and/or R Minimum of 2-6 years experience in predictive analysis and statistical...",Quantitative Analyst,http://www.indeed.com/rc/clk?jk=a9b5ba03610a3242&fccid=26ba4ea64e96311d,,,0,25-30 days ago,1,9
1321,American Student Assistance,19.0,"Boston, MA",4.3,"Experience with tools for data analytics, such as R, SAS, Python, Matlab, Octave. This is a new team with a broad charter to improve data integration, data...",Data Scientist Internship,http://www.indeed.com/rc/clk?jk=c23817c951013eab&fccid=ce9203216a8f1f47,,,0,25-30 days ago,1,9
1322,Harnham,,"Boston, MA",,One of our key healthcare clients in the Boston area is undergoing a sustained period of growth and innovation within advanced analytics and as such are looking...,"DATA SCIENTIST, HEALTHCARE",http://www.indeed.com/rc/clk?jk=16750deea8dd32be&fccid=d72eb0548d91249c,yearly,130000.0,0,19-24 days ago,1,9
1323,Massachusetts General Hospital(MGH),375.0,"Boston, MA",4.45,"The Research Scientist will culture podocytes, express and purify dynamin, perform IF and EM experiments using either recombinant proteins or cells, analyze...",Research Scientist,http://www.indeed.com/rc/clk?jk=d8e12979a53cd9ac&fccid=3aaabf5c54e51db9,,,0,1-6 days ago,0,9
1324,The Bivium Group,,"Boston, MA",, Will develop solutions that read large volumes of data and produce insights in real time.  Will use technologies from Machine Learning....,"Data Scientist - healthcare, hacking coding skills",http://www.indeed.com/rc/clk?jk=a847d9e349564130&fccid=e4fba35e1090d474,yearly,115000.0,0,13-18 days ago,0,9
1325,UnitedHealth Group,4266.0,"Boston, MA",3.6,"Senior Data Scientist, Machine Learning, ML, Artificial Intelligence, AI, Cognitive technologies, IBM Watson, SAS, Amazon ML, Google Cloud ML, Azure ML Studio,...","Senior Data Scientist - Minnetonka, MN or Boston, MA",http://www.indeed.com/rc/clk?jk=a71bb3209d83b2df&fccid=d3d3520998346837,,,0,13-18 days ago,1,9
1326,Systems & Technology Research,,"Boston, MA",,"Systems & Technology Research (STR) is seeking data scientists and machine learning researchers to support an exciting new project in the Washington, DC area....","Data Scientist/Machine Learning Researcher - Arlington, VA",http://www.indeed.com/rc/clk?jk=6014667ea48259e7&fccid=b2a7bd346e88e00c,,,0,more than 30 days ago,0,9
1327,AlixPartners,5.0,"Boston, MA",4.25,Digital Data Scientist. Handle missing data through an algorithmic approach such as multiple imputation to enable insights in sparse and messy data....,Digital Data Scientist,http://www.indeed.com/rc/clk?jk=f23e8caca30558b8&fccid=e12568db331b1dfe,,,0,more than 30 days ago,1,9
1333,UTC Aerospace Systems,535.0,"Boston, MA",3.6,"Experience in data mining, Big Data analytics, machine learning, Deep Learning, computer vision, and/or other related topics....",Data Scientist,http://www.indeed.com/rc/clk?jk=0d10ec5c2c7c0452&fccid=d1eb5e07f9ef9f98,,,0,more than 30 days ago,0,10
1334,Thousand Chef Trading Corp,,"Boston, MA",,"THOUSAND CHEF TRADING CORP. Position: Market Research Analyst Place of Employment: Boston, Massachusetts Work Schedule: 9:00 a.m.—5:30 p.m [40 hours",Marketing Research Analyst,http://www.indeed.com/cmp/Thousand-Chef-Trading-Corp/jobs/Marketing-Research-Analyst-9f58e96d8825bd3f?r=1&fccid=c3b5b0bf222543d4,,,0,1-6 days ago,1,10
1335,Cytel,4.0,"Boston, MA",4.65000025,Working knowledge of SAS is desired but not necessary Candidate will be expected to learn SAS programming over time Passionate about learning new areas in,Data Scientist,http://www.indeed.com/rc/clk?jk=595b6bc58d3e60fe&fccid=6f9c9630cccd1d74,,,0,more than 30 days ago,0,10
1336,Deloitte,3568.0,"Boston, MA",4.25,"Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data...",Big Data Senior Consultant - Information Delivery,http://www.indeed.com/rc/clk?jk=92c521610ec2a9e3&fccid=9e215d88a6b33622,,,0,7-12 days ago,1,10
1337,Solidus Technical Solutions,,"Boston, MA",,"Important areas in this space includes data analytics, assembling large systems and working in the context of very large data sets....",Data Analytics - Software Engineer,http://www.indeed.com/cmp/Solidus-Technical-Solutions/jobs/Data-Analytic-52d21f225b0580ae?r=1&fccid=44faf6c171b2e52d,,,0,1-6 days ago,0,10
1338,TiVo,27.0,"Boston, MA",3.55,"TiVo has developed a revolutionary cloud-based analytics platform that integrates massive data from set-tops, smart TVs, tablets and stream servers – basically...",Data Scientist,http://www.indeed.com/rc/clk?jk=54f2f2da3d9595f4&fccid=7f90bc77737eeea4,,,0,more than 30 days ago,1,10
1339,Booz Allen Hamilton,958.0,"Boston, MA",3.7,"Experience with R and designing and implementing machine learning, data mining, statistics, and graph algorithms....","Data Scientist, Senior",http://www.indeed.com/rc/clk?jk=fe2abf553834a492&fccid=4e041af1d0af1bc8,,,0,19-24 days ago,1,10
