,company,number_reviews,search_city,star_rating,summary,title,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page,expensive_city,rating_cat
198,Oversight Systems,2.0,"Atlanta, GA",5.0,"Oversight reduces the need for hard-­-to-­-find data scientists and reduces the cost for analysis. Through Insights On Demand, Oversight provides customer-­...",Sales Account Executive,,,0,19-24 days ago,1,14,0,high_rating
199,Deloitte,3650.0,"Atlanta, GA",4.25,"Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data...",Advanced Analytics Enablement Big Data Senior Consultant,,,0,more than 30 days ago,1,14,0,high_rating
200,Georgia Tech,265.0,"Atlanta, GA",4.40000025,"Senior Research Scientist - Clinical Veterinarian (PVA# - 34446). To receive full consideration, please send the following referencing the job title and posting...",Senior Research Scientist - Clinical Veterinarian (PVA# - 34...,,,0,1-6 days ago,1,14,0,high_rating
201,Lucas Group,22.0,"Atlanta, GA",4.25,"Lead Data Scientist. Responsible for modeling complex enterprise problems, discovering enterprise insights and identifying opportunities through the use of...",Senior/Lead Data Science,,,0,25-30 days ago,0,14,0,high_rating
202,Deloitte,3650.0,"Atlanta, GA",4.25,"Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data...",Advanced Analytics Enablement Big Data Manager,,,0,more than 30 days ago,1,14,0,high_rating
203,GE Digital,12.0,"Atlanta, GA",3.5,"Collaborate with systems engineers, data scientists, frontend developers, tools owners, and software developers to implement solutions that are aligned with and...",Software Engineer - Back End,,,0,more than 30 days ago,0,14,0,low_rating
204,DeKalb Workforce Development,10.0,"Atlanta, GA",3.5," Notify Project Manager and Project Specialist when allocated project hours have been reached. With our professional staff of engineers, scientists, surveyors,...",Engineering Technician,hourly,32240.0,0,more than 30 days ago,0,14,0,low_rating
205,"Beckman Coulter, Inc.",249.0,"Atlanta, GA",3.55,"For 80 years, our products have been making a difference in peoples’ lives by improving the productivity of medical professionals and scientists, supplying...",Process Consultant,,,0,13-18 days ago,1,14,0,low_rating
206,Hire Investment,5.0,"Atlanta, GA",3.55,Collects and analyzes data to evaluate operational difficulties and makes recommendations to solve problems. Operations Research Analyst I- 11435....,Operations Research Analyst I- 11435,,,0,19-24 days ago,1,14,0,low_rating
213,Capgemini,2135.0,"Atlanta, GA",3.65,"If you are passionate about solving problems in the realm of cognitive computing, big data, and machine learning while utilizing business acumen, statistical...","Sr. Manager, Data Science",,,0,more than 30 days ago,1,15,0,low_rating
214,Beckman Coulter,249.0,"Atlanta, GA",3.55,"For 80 years, our products have been making a difference in peoples’ lives by improving the productivity of medical professionals and scientists, supplying...",Informatics Technical Specialist,,,0,19-24 days ago,1,15,0,low_rating
217,Georgia Tech Research Institute,265.0,"Atlanta, GA",4.40000025,"GTRI is a group of world-class engineers and scientists, solving challenging problems for our customers through innovation, cutting edge applied research, and a...",IR Countermeasures M&S Jr. Engineer,,,0,7-12 days ago,1,15,0,high_rating
218,GE Power,165.0,"Atlanta, GA",4.3,"In this role you will work directly with the Sourcing and various IT teams across GE Power and Digital to develop plans to provide insights through reports,...",IT Project Manager – Sourcing BI,,,0,more than 30 days ago,1,15,0,high_rating
220,Georgia Tech Research Institute,265.0,"Atlanta, GA",4.40000025,"GTRI is a group of world-class engineers and scientists, solving challenging problems for our customers through innovation, cutting edge applied research, and a...",Physics Modeling and Simulation Jr. Engineer,,,0,7-12 days ago,1,15,0,high_rating
221,Consolidated Safety Services,4.0,"Atlanta, GA",3.5,The Technician will assist the Project Manager in the entry and compilation of waste generation tracking data into the client’s proprietary data base....,Environmental Scientist I,,,0,more than 30 days ago,1,15,0,low_rating
227,Dynamac Corporation,7.0,"Atlanta, GA",4.40000025,The Technician will assist the Project Manager in the entry and compilation of waste generation tracking data into the client’s proprietary data base....,Environmental Scientist I,,,0,more than 30 days ago,1,16,0,high_rating
229,IBM Kenexa,12684.0,"Atlanta, GA",4.25,"At TWC we use science, data and user-driven insights to guide our work, but we also believe in a healthy dose of inspired storytelling as we strive to transform...",Sr. Product Designer - Content Team,,,0,more than 30 days ago,1,16,0,high_rating
230,Children's Healthcare of Atlanta,273.0,"Atlanta, GA",4.40000025,"With 3 hospitals, 27 neighborhood locations and a total of 575 beds, Children’s is the largest healthcare provider for children in Georgia and one of the...",Medical Technologist - Full Time Evenings - Microbiology - S...,,,0,more than 30 days ago,1,16,0,high_rating
231,Oak Ridge Associated Universities,16.0,"Atlanta, GA",3.6,"This activity is designed to develop competencies related to the use of scientific methods (LMBP A-6 methods) to identify, screen, appraise, and analyze the...",Systematic Review Faculty Research Position - CDC,,,0,more than 30 days ago,1,16,0,low_rating
232,JLL,787.0,"Atlanta, GA",3.65,"Proactively deliver information and insights on market and economic activity, conditions, trends, and forecasts....",Research Analyst - Office,,,0,more than 30 days ago,1,16,0,low_rating
233,Georgia Tech Research Institute,265.0,"Atlanta, GA",4.40000025,"GTRI is a group of world-class engineers and scientists, solving challenging problems for our customers through innovation, cutting edge applied research, and a...",Missile Warning Systems M&S Jr. Engineer,,,0,7-12 days ago,1,16,0,high_rating
234,Quest Diagnostics,2131.0,"Atlanta, GA",3.65,Ensure that all certifying scientists maintain a working knowledge of the accessioning procedures and protocols to ensure proper specimen and chain of custody...,"Scientist, Certifying-Positive (PT)- Tucker, GA",,,0,more than 30 days ago,0,16,0,low_rating
235,Georgia State University,301.0,"Atlanta, GA",4.40000025,To aid in the development of software systems for text mining and data science applications in scientific research (particularly neuroscience)....,"Analyst Programmer, Associate (Sponsor Funded Administrative...",yearly,22882.5,0,19-24 days ago,1,16,0,high_rating
236,Deloitte,3650.0,"Atlanta, GA",4.25,"Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data...",Insurance AAE Big Data Senior Consultant,,,0,more than 30 days ago,1,16,0,high_rating
242,Alcon Labs,430.0,"Atlanta, GA",3.65,Develops and completes experimental plans to achieve project targets in cooperation with senior scientists....,Research Associate – Surface Chemistry,,,0,more than 30 days ago,0,17,0,low_rating
243,Emory University,265.0,"Atlanta, GA",4.3,"This position will serve as a primary research scientist in PRISM Health, a research team that focuses on sexual minority health, within the Department of...",Epidemiologist,yearly,105300.0,0,more than 30 days ago,1,17,0,high_rating
244,IBM Kenexa,12684.0,"Atlanta, GA",4.25,Does your love for Material Design run deep and does the thought of creating the next generation Android products for The Weather Channel’s 100 million users...,Product Designer – Android,,,0,more than 30 days ago,1,17,0,high_rating
245,ADP,1749.0,"Atlanta, GA",3.7,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",Cloud Infrastructure Engineer,,,0,19-24 days ago,0,17,0,low_rating
246,Children's Healthcare of Atlanta,273.0,"Atlanta, GA",4.40000025,"With 3 hospitals, 27 neighborhood locations and a total of 575 beds, Children’s is the largest healthcare provider for children in Georgia and one of the...",Medical Technologist - Full Time Weekends - Core Lab - Egles...,,,0,1-6 days ago,1,17,0,high_rating
247,ADP,1749.0,"Atlanta, GA",3.7,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...","Manager, Quality Assurance",,,0,7-12 days ago,0,17,0,low_rating
248,ADP,1749.0,"Atlanta, GA",3.7,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",UX Designer III,,,0,19-24 days ago,0,17,0,low_rating
249,ADP,1749.0,"Atlanta, GA",3.7,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",Lead Application Developer - Full Stack,,,0,1-6 days ago,0,17,0,low_rating
250,Georgia Tech Research Institute,265.0,"Atlanta, GA",4.40000025,"GTRI is a group of world-class engineers and scientists, solving challenging problems for our customers through innovation, cutting edge applied research, and a...",IR Countermeasures M&S Sr. Engineer,,,0,7-12 days ago,1,17,0,high_rating
251,Georgia Tech Research Institute,265.0,"Atlanta, GA",4.40000025,"GTRI is a group of world-class engineers and scientists, solving challenging problems for our customers through innovation, cutting edge applied research, and a...",Physics Modeling and Simulation Sr. Engineer,,,0,7-12 days ago,1,17,0,high_rating
257,Northrop Grumman,2182.0,"Atlanta, GA",4.25,"The qualified applicant will provide expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data...",Health Policy Research Analyst,,,0,more than 30 days ago,1,18,0,high_rating
258,Aditya Birla Group,77.0,"Atlanta, GA",3.65,This location serves as the central point for all of Novelis technical activities worldwide including R&D engineering and environmental health and safety....,Metallurgical Engineer,,,0,13-18 days ago,0,18,0,low_rating
261,Feedzai,0.0,"Atlanta, GA",,"Founded and developed by data scientists and aerospace engineers, Feedzai has one critical mission:. The world’s largest banks, payment providers and retailers...",Software Engineer,,,0,more than 30 days ago,1,18,0,no_rating
266,Georgia Tech Research Institute,265.0,"Atlanta, GA",4.40000025,"Develop 2D/3D data visualization user interfaces. Experience in processing point clouds, inertial navigation system data, and hyperspectral data....",Electro-optical Engineer/Scientist (Research Engineer/Scient...,,,0,more than 30 days ago,1,18,0,high_rating
272,PreVisor,0.0,"Atlanta, GA",,Serve as an internal subject matter expert either guiding or providing support to team members and other departments on specific projects....,Associate Research Scientist - 6-month intern position,,,0,more than 30 days ago,1,19,0,no_rating
273,Georgia Tech Research Institute,265.0,"Atlanta, GA",4.40000025,"GTRI is a group of world-class engineers and scientists, solving challenging problems for our customers through innovation, cutting edge applied research, and a...",Missile Warning Systems M&S Sr. Engineer,,,0,7-12 days ago,1,19,0,high_rating
274,Home Depot,21615.0,"Atlanta, GA",3.65,20% understand customer profile data from data scientists and explore site applications for these profile segments....,Associate Product Manager - Digital Intelligence & Personali...,,,0,25-30 days ago,1,19,0,low_rating
275,ADP,1749.0,"Atlanta, GA",3.7,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",Senior QA Engineer,,,0,13-18 days ago,0,19,0,low_rating
276,ADP,1749.0,"Atlanta, GA",3.7,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",Sr. Application Developer,,,0,13-18 days ago,0,19,0,low_rating
