,artist,track,length,genre,date_entered,date_peaked,weeks_on_chart,best_ranking,weeks_to_peak,Week,Ranking
228,"Dixie Chicks, The",Cold Day In July,5.2,Country,2000-06-24,2000-08-05,10,65.0,6.0,1st_week,80.0
229,"Price, Kelly",As We Lay,6.33333333333,Rock,2000-07-15,2000-08-05,8,64.0,3.0,1st_week,82.0
230,DMX,What's My Name,3.83333333333,Rap,2000-01-15,2000-02-12,11,67.0,4.0,1st_week,98.0
231,"Martin, Ricky",Private Emotion,4.03333333333,Latin,2000-03-11,2000-03-18,5,67.0,1.0,1st_week,76.0
232,Nine Days,If I Am,4.3,Rock,2000-12-02,2000-12-02,5,68.0,0.0,1st_week,68.0
233,"Blige, Mary J.",Give Me You,5.0,Rock,2000-04-15,2000-05-13,9,68.0,4.0,1st_week,97.0
234,Red Hot Chili Peppers,Californication,5.35,Rock,2000-07-29,2000-10-14,19,69.0,11.0,1st_week,72.0
235,Third Eye Blind,Deep Inside Of You,4.16666666667,Rock,2000-09-02,2000-10-07,12,69.0,5.0,1st_week,80.0
236,"Brooks, Garth",Do What You Gotta Do,2.93333333333,Country,2000-02-19,2000-03-18,6,69.0,4.0,1st_week,86.0
237,"Offspring, The",Original Prankster,3.7,Rock,2000-11-25,2000-12-09,9,70.0,2.0,1st_week,74.0
238,"Anthony, Marc",My Baby You,3.98333333333,Latin,2000-09-16,2000-10-07,20,70.0,3.0,1st_week,82.0
239,"Houston, Whitney","Same Script, Different Cast",4.75,Rock,2000-06-17,2000-07-15,9,70.0,4.0,1st_week,71.0
240,D'Angelo,Left & Right,4.58333333333,R&B,1999-12-11,2000-01-01,5,70.0,3.0,1st_week,93.0
241,"Kravitz, Lenny",I Belong To You,4.28333333333,Rock,2000-03-25,2000-04-08,9,71.0,2.0,1st_week,78.0
242,"Loveless, Patty",That's The Kind Of Mood I'm In,3.45,Country,2000-09-16,2000-11-18,14,71.0,9.0,1st_week,98.0
243,Q-Tip,Breathe And Stop,4.1,Rock,2000-01-22,2000-01-22,5,71.0,0.0,1st_week,71.0
244,"Rimes, LeAnn",Can't Fight The Moonlight,3.55,Country,2000-09-09,2000-09-16,20,71.0,1.0,1st_week,82.0
245,Lil Wayne,Tha Block Is Hot,4.21666666667,Rap,1999-12-04,2000-01-08,11,72.0,5.0,1st_week,99.0
246,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4.36666666667,Rap,2000-02-26,2000-03-11,7,72.0,2.0,1st_week,87.0
247,"Wallflowers, The",Sleepwalker,3.48333333333,Rock,2000-10-28,2000-10-28,6,73.0,0.0,1st_week,73.0
248,Drama,"Left, Right, Left",3.61666666667,Rap,2000-02-12,2000-03-18,13,73.0,5.0,1st_week,100.0
249,Limp Bizkit,N 2 Gether Now,3.91666666667,Rock,1999-12-04,2000-01-08,11,73.0,5.0,1st_week,94.0
250,Lox,"Ryde or Die, Chick",3.93333333333,Rap,2000-03-18,2000-03-25,7,73.0,1.0,1st_week,86.0
251,Ying Yang Twins,Whistle While You Twurk,4.31666666667,Rap,2000-03-18,2000-04-29,14,74.0,6.0,1st_week,95.0
252,"Walker, Clay","Live, Laugh, Love",4.1,Country,1999-12-04,2000-01-22,11,74.0,7.0,1st_week,95.0
253,Metallica,No Leaf Clover (Live),5.71666666667,Rock,2000-02-12,2000-03-11,10,74.0,4.0,1st_week,86.0
254,Yankee Grey,Another Nine Minutes,3.16666666667,Country,2000-04-29,2000-05-20,8,74.0,3.0,1st_week,86.0
255,"Bega, Lou",Tricky Tricky ,3.38333333333,Rock,2000-01-29,2000-02-05,3,74.0,1.0,1st_week,75.0
256,Big Punisher,It's So Hard,3.41666666667,Rap,2000-04-22,2000-05-06,15,75.0,2.0,1st_week,96.0
257,"Worley, Darryl",When You Need My Love,3.58333333333,Country,2000-06-17,2000-09-02,15,75.0,11.0,1st_week,98.0
258,Lil' Kim,How Many Licks?,3.83333333333,Rap,2000-11-25,2000-12-02,9,75.0,1.0,1st_week,79.0
259,"Clark, Terri",A Little Gasoline,3.11666666667,Country,2000-12-16,2000-12-16,6,75.0,0.0,1st_week,75.0
260,"Brock, Chad",A Country Boy Can Survive,3.9,Country,2000-01-01,2000-01-08,3,75.0,1.0,1st_week,93.0
261,"Cagle, Chris",My Love Goes On And On,3.03333333333,Country,2000-10-21,2000-12-02,11,76.0,6.0,1st_week,99.0
262,"Byrd, Tracy",Put Your Hand In Mine,4.5,Country,2000-01-29,2000-02-12,8,76.0,2.0,1st_week,81.0
263,Metallica,I Disappear,4.43333333333,Rock,2000-05-13,2000-06-17,20,76.0,5.0,1st_week,86.0
264,Jay-Z,Hey Papi,3.66666666667,Rap,2000-08-12,2000-10-07,15,76.0,8.0,1st_week,98.0
265,Fatboy Slim,The Rockafeller Skank,4.0,Electronica,1999-11-13,2000-01-22,12,76.0,10.0,1st_week,94.0
266,"Levert, Gerald",Mr. Too Damn Good,4.1,R&B,2000-03-18,2000-04-08,8,76.0,3.0,1st_week,84.0
267,"McKnight, Brian",Stay Or Let It Go,4.53333333333,Rock,2000-02-26,2000-03-25,8,76.0,4.0,1st_week,95.0
268,"Allan, Gary",Smoke Rings In The Dark,4.3,Country,2000-01-22,2000-02-05,5,76.0,2.0,1st_week,80.0
269,Ginuwine,The Best Man I Can Be,4.1,Rock,2000-01-08,2000-03-04,12,77.0,8.0,1st_week,97.0
270,Before Dark,Monica,4.06666666667,Rock,2000-05-20,2000-06-17,9,77.0,4.0,1st_week,95.0
271,"Estefan, Gloria",No Me Dejes De Querer,3.41666666667,Rock,2000-06-10,2000-06-10,1,77.0,0.0,1st_week,77.0
272,Stone Temple Pilots,Sour Girl,4.26666666667,Rock,2000-07-08,2000-07-29,13,78.0,3.0,1st_week,79.0
273,Montgomery Gentry,Daddy Won't Sell The Farm,4.3,Country,2000-03-04,2000-03-25,6,79.0,3.0,1st_week,87.0
274,"Cyrus, Billy Ray",You Won't Be Lonely Now,3.75,Country,2000-09-23,2000-11-11,13,80.0,7.0,1st_week,97.0
275,Clark Family Experience,Meanwhile Back At The Ranch,2.93333333333,Country,2000-11-18,2000-12-16,12,80.0,4.0,1st_week,87.0
276,"Thomas, Carl",Summer Rain,4.95,Rock,2000-09-23,2000-10-14,11,80.0,3.0,1st_week,82.0
277,"Yearwood, Trisha",Real Live Woman,3.91666666667,Country,2000-04-01,2000-04-29,6,81.0,4.0,1st_week,85.0
278,Trick Daddy,Shut Up,4.28333333333,Rap,2000-05-20,2000-06-17,11,83.0,4.0,1st_week,99.0
279,"Moore, Chante",Straight Up,3.66666666667,Rock,2000-10-28,2000-12-02,9,83.0,5.0,1st_week,98.0
280,Cam'ron,What Means The World To You,4.63333333333,Rap,2000-10-14,2000-11-18,10,83.0,5.0,1st_week,94.0
281,Juvenile,U Understand,3.85,Rap,2000-02-05,2000-02-12,6,83.0,1.0,1st_week,85.0
282,"Hollister, Dave",Can't Stay,6.28333333333,Rock,2000-03-25,2000-03-25,4,84.0,0.0,1st_week,84.0
283,Tamia,Can't Go For That,3.63333333333,Rock,2000-09-16,2000-09-30,5,84.0,2.0,1st_week,90.0
284,LFO,West Side Story,3.45,Rock,2000-08-05,2000-08-12,4,84.0,1.0,1st_week,96.0
285,"Paisley, Brad",Me Neither,3.31666666667,Country,2000-05-13,2000-05-20,4,85.0,1.0,1st_week,87.0
286,"Carter, Torrey",Take That,3.71666666667,Rock,2000-06-24,2000-07-08,7,86.0,2.0,1st_week,94.0
287,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3.25,R&B,2000-09-02,2000-09-09,3,87.0,1.0,1st_week,91.0
288,Madison Avenue,Don't Call Me Baby,3.73333333333,Electronica,2000-07-08,2000-09-16,20,88.0,10.0,1st_week,98.0
289,Eve,Got It All,3.8,Rap,2000-07-15,2000-07-22,5,88.0,1.0,1st_week,89.0
290,Limp Bizkit,Re-Arranged,4.13333333333,Rock,1999-12-04,2000-02-05,18,88.0,9.0,1st_week,91.0
291,"Spencer, Tracie",Still In My Heart,4.18333333333,Rock,2000-03-04,2000-03-11,3,88.0,1.0,1st_week,95.0
292,Nu Flavor,3 Little Words,3.9,R&B,2000-06-03,2000-06-17,9,89.0,2.0,1st_week,97.0
293,Tamar,If You Don't Wanna Love Me,4.03333333333,Rock,2000-03-25,2000-04-15,6,89.0,3.0,1st_week,98.0
294,"Levert, Gerald",Baby U Are,4.16666666667,R&B,2000-08-19,2000-08-26,5,89.0,1.0,1st_week,96.0
295,"Hart, Beth",L.A. Song,3.78333333333,Country,1999-11-27,2000-01-15,12,90.0,7.0,1st_week,99.0
296,"Diffie, Joe",The Quittin' Kind,3.38333333333,Country,2000-01-01,2000-01-22,6,90.0,3.0,1st_week,98.0
297,Funkmaster Flex,Do You,4.23333333333,Rap,2000-11-11,2000-12-02,7,91.0,3.0,1st_week,92.0
298,"Price, Kelly",Love Sets You Free,3.76666666667,Rock,2000-05-13,2000-05-20,4,91.0,1.0,1st_week,92.0
299,En Vogue,Riddle,5.16666666667,Rock,2000-06-17,2000-06-17,4,92.0,0.0,1st_week,92.0
300,"Herndon, Ty",No Mercy,4.71666666667,Country,2000-03-18,2000-05-06,8,92.0,7.0,1st_week,100.0
301,Anastacia,I'm Outta Love,4.01666666667,Pop,2000-04-01,2000-04-01,3,92.0,0.0,1st_week,92.0
302,Trina,Pull Over,2.96666666667,Rap,2000-09-09,2000-09-16,4,93.0,1.0,1st_week,97.0
303,Lil' Mo,Ta Da,4.28333333333,Rap,2000-08-12,2000-09-16,7,95.0,5.0,1st_week,100.0
304,A*Teens,Dancing Queen,3.73333333333,Pop,2000-07-08,2000-07-29,5,95.0,3.0,1st_week,97.0
305,"Sheist, Shade",Where I Wanna Be,4.26666666667,Rap,2000-11-11,2000-11-18,5,95.0,1.0,1st_week,96.0
306,De La Soul,All Good?,5.03333333333,Rap,2000-12-23,2000-12-23,3,96.0,0.0,1st_week,96.0
307,"Larrieux, Amel",Get Up,4.03333333333,R&B,2000-03-04,2000-03-11,3,97.0,1.0,1st_week,100.0
308,"Braxton, Toni",Spanish Guitar,4.4,Rock,2000-12-02,2000-12-02,3,98.0,0.0,1st_week,98.0
309,Tuesday,I Know,4.1,Rock,2000-12-30,2000-12-30,2,98.0,0.0,1st_week,98.0
310,LL Cool J,Imagine That,4.0,Rap,2000-08-12,2000-08-19,2,98.0,1.0,1st_week,99.0
311,Master P,Souljas,3.55,Rap,2000-11-18,2000-11-18,1,98.0,0.0,1st_week,98.0
312,Ghostface Killah,Cherchez LaGhost,3.06666666667,R&B,2000-08-05,2000-08-05,1,98.0,0.0,1st_week,98.0
313,"Smith, Will",Freakin' It,3.96666666667,Rap,2000-02-12,2000-02-12,4,99.0,0.0,1st_week,99.0
314,Zombie Nation,Kernkraft 400,3.5,Rock,2000-09-02,2000-09-02,2,99.0,0.0,1st_week,99.0
315,"Eastsidaz, The",Got Beef,3.96666666667,Rap,2000-07-01,2000-07-01,2,99.0,0.0,1st_week,99.0
316,Fragma,Toca's Miracle,3.36666666667,R&B,2000-10-28,2000-10-28,1,99.0,0.0,1st_week,99.0
317,Destiny's Child,Independent Women Part I,3.63333333333,Rock,2000-09-23,2000-11-18,28,1.0,8.0,2nd_week,63.0
318,Santana,"Maria, Maria",4.3,Rock,2000-02-12,2000-04-08,26,1.0,8.0,2nd_week,8.0
319,Savage Garden,I Knew I Loved You,4.11666666667,Rock,1999-10-23,2000-01-29,33,1.0,14.0,2nd_week,48.0
320,Madonna,Music,3.75,Rock,2000-08-12,2000-09-16,24,1.0,5.0,2nd_week,23.0
321,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3.63333333333,Rock,2000-08-05,2000-10-14,21,1.0,10.0,2nd_week,47.0
322,Janet,Doesn't Really Matter,4.28333333333,Rock,2000-06-17,2000-08-26,24,1.0,10.0,2nd_week,52.0
323,Destiny's Child,Say My Name,4.51666666667,Rock,1999-12-25,2000-03-18,32,1.0,12.0,2nd_week,83.0
324,"Iglesias, Enrique",Be With You,3.6,Latin,2000-04-01,2000-06-24,20,1.0,12.0,2nd_week,45.0
325,Sisqo,Incomplete,3.86666666667,Rock,2000-06-24,2000-08-12,26,1.0,7.0,2nd_week,66.0
326,Lonestar,Amazed,4.41666666667,Country,1999-06-05,2000-03-04,55,1.0,39.0,2nd_week,54.0
327,N'Sync,It's Gonna Be Me,3.16666666667,Rock,2000-05-06,2000-07-29,25,1.0,12.0,2nd_week,70.0
328,"Aguilera, Christina",What A Girl Wants,3.3,Rock,1999-11-27,2000-01-15,24,1.0,7.0,2nd_week,51.0
329,Vertical Horizon,Everything You Want,4.01666666667,Rock,2000-01-22,2000-07-15,41,1.0,25.0,2nd_week,61.0
330,Creed,With Arms Wide Open,3.86666666667,Rock,2000-05-13,2000-11-11,47,1.0,26.0,2nd_week,78.0
331,Aaliyah,Try Again,4.05,Rock,2000-03-18,2000-06-17,32,1.0,13.0,2nd_week,53.0
332,matchbox twenty,Bent,4.2,Rock,2000-04-29,2000-07-22,39,1.0,12.0,2nd_week,37.0
333,"Carey, Mariah",Thank God I Found You,4.23333333333,Rock,1999-12-11,2000-02-19,20,1.0,10.0,2nd_week,68.0
334,"Hill, Faith",Breathe,4.06666666667,Rap,1999-11-06,2000-04-22,53,2.0,24.0,2nd_week,68.0
335,Mya,Case Of The Ex (Whatcha Gonna Do),3.83333333333,Rock,2000-08-19,2000-12-02,30,2.0,15.0,2nd_week,57.0
336,Dream,He Loves U Not,3.71666666667,Rock,2000-09-30,2000-12-30,28,2.0,13.0,2nd_week,92.0
337,"Braxton, Toni",He Wasn't Man Enough,4.35,Rock,2000-03-18,2000-05-06,37,2.0,7.0,2nd_week,55.0
338,"Anthony, Marc",You Sang To Me,3.83333333333,Latin,2000-02-26,2000-06-03,32,2.0,14.0,2nd_week,54.0
339,98¡,Give Me Just One Night (Una Noche),3.4,Rock,2000-08-19,2000-09-30,20,2.0,6.0,2nd_week,39.0
340,Destiny's Child,Jumpin' Jumpin',3.8,Rock,2000-05-13,2000-08-19,32,3.0,14.0,2nd_week,71.0
341,3 Doors Down,Kryptonite,3.88333333333,Rock,2000-04-08,2000-11-11,53,3.0,31.0,2nd_week,70.0
342,Sisqo,Thong Song,4.08333333333,Rock,2000-01-29,2000-05-20,28,3.0,16.0,2nd_week,63.0
343,"Aguilera, Christina",I Turn To You,4.0,Rock,2000-04-15,2000-07-01,22,3.0,11.0,2nd_week,39.0
344,"Houston, Whitney",My Love Is Your Love,4.26666666667,Rock,1999-09-04,2000-01-08,28,4.0,18.0,2nd_week,68.0
345,Joe,I Wanna Know,4.95,Rock,2000-01-01,2000-07-01,44,4.0,26.0,2nd_week,86.0
346,"Jordan, Montell",Get It On.. Tonite,4.56666666667,Rap,1999-10-23,2000-02-12,32,4.0,16.0,2nd_week,80.0
347,N'Sync,Bye Bye Bye,3.25,Rock,2000-01-29,2000-04-15,23,4.0,11.0,2nd_week,20.0
348,Eminem,The Real Slim Shady,4.7,Rap,2000-05-06,2000-06-24,19,4.0,7.0,2nd_week,32.0
349,Pink,Most Girls,4.1,Rock,2000-08-12,2000-11-25,27,4.0,15.0,2nd_week,70.0
350,"Mumba, Samantha",Gotta Tell You,3.31666666667,Rock,2000-09-09,2000-12-09,22,4.0,13.0,2nd_week,72.0
351,Blaque,Bring It All To Me,3.76666666667,Pop,1999-10-23,2000-01-22,29,5.0,13.0,2nd_week,63.0
352,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3.85,Rap,1999-11-27,2000-01-08,21,5.0,6.0,2nd_week,21.0
353,"Gray, Macy",I Try,3.86666666667,Rock,2000-02-19,2000-05-20,27,5.0,13.0,2nd_week,51.0
354,N'Sync,This I Promise You,4.38333333333,Rock,2000-09-30,2000-12-02,26,5.0,9.0,2nd_week,31.0
355,Ruff Endz,No More,3.93333333333,Rock,2000-07-01,2000-09-02,26,5.0,9.0,2nd_week,38.0
356,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3.9,Rock,2000-01-01,2000-03-18,24,6.0,11.0,2nd_week,62.0
357,Nine Days,Absolutely (Story Of A Girl),3.15,Rock,2000-05-06,2000-07-22,27,6.0,11.0,2nd_week,71.0
358,"Dion, Celine",That's The Way It Is,4.05,Rock,1999-11-13,2000-03-04,28,6.0,16.0,2nd_week,68.0
359,Blink-182,All The Small Things,2.86666666667,Rock,1999-12-04,2000-02-19,23,6.0,11.0,2nd_week,76.0
360,Eiffel 65,Blue (Da Ba Dee),3.48333333333,Electronica,1999-12-11,2000-01-29,20,6.0,7.0,2nd_week,29.0
361,"Badu, Erkyah",Bag Lady,5.05,Rock,2000-08-19,2000-10-07,20,6.0,7.0,2nd_week,53.0
362,Pink,There U Go,3.38333333333,Rock,2000-03-04,2000-04-08,32,7.0,5.0,2nd_week,15.0
363,Creed,Higher,5.26666666667,Rock,1999-09-11,2000-07-22,57,7.0,45.0,2nd_week,77.0
364,Nelly,(Hot S**t) Country Grammar,4.28333333333,Rap,2000-04-29,2000-09-16,34,7.0,20.0,2nd_week,99.0
365,Next,Wifey,4.05,Rock,2000-05-27,2000-09-09,21,7.0,15.0,2nd_week,61.0
366,Kenny G,Auld Lang Syne (The Millenium Mix),7.83333333333,Jazz,1999-12-25,2000-01-08,5,7.0,2.0,2nd_week,89.0
367,Sonique,It Feels So Good,3.8,Rock,2000-01-22,2000-04-22,24,8.0,13.0,2nd_week,52.0
368,"Spears, Britney",Oops!.. I Did It Again,3.5,Rock,2000-04-22,2000-06-10,20,9.0,7.0,2nd_week,38.0
369,"Backstreet Boys, The",Shape Of My Heart,3.81666666667,Rock,2000-10-14,2000-12-02,20,9.0,7.0,2nd_week,25.0
370,Everclear,Wonderful,4.5,Rock,2000-07-08,2000-09-30,21,11.0,12.0,2nd_week,69.0
371,Ja Rule,Between Me And You,4.08333333333,Rap,2000-09-16,2000-11-18,20,11.0,9.0,2nd_week,74.0
372,"Rimes, LeAnn",I Need You,3.7,Country,2000-05-27,2000-08-12,25,11.0,11.0,2nd_week,68.0
373,Smash Mouth,Then The Morning Comes,3.06666666667,Rock,1999-10-30,2000-01-29,26,11.0,13.0,2nd_week,59.0
374,Jay-Z,I Just Wanna Love U (Give It 2 Me),3.83333333333,Rap,2000-10-28,2000-12-30,21,11.0,9.0,2nd_week,45.0
375,Jagged Edge,Let's Get Married,4.38333333333,Rock,2000-05-06,2000-07-29,24,11.0,12.0,2nd_week,66.0
376,Filter,Take A Picture,4.38333333333,Rock,1999-11-27,2000-02-05,20,12.0,10.0,2nd_week,74.0
377,"Martin, Ricky",She Bangs,4.03333333333,Latin,2000-10-07,2000-12-02,18,12.0,8.0,2nd_week,28.0
378,Mystikal,Shake Ya Ass,4.76666666667,Rap,2000-08-12,2000-10-28,20,13.0,11.0,2nd_week,90.0
379,BBMak,Back Here,3.58333333333,Rock,2000-04-29,2000-07-29,31,13.0,13.0,2nd_week,86.0
380,"Spears, Britney",From The Bottom Of My Broken Heart,4.5,Rock,2000-01-29,2000-02-26,20,14.0,4.0,2nd_week,59.0
381,Third Eye Blind,Never Let You Go,3.95,Rock,2000-01-22,2000-04-01,22,14.0,10.0,2nd_week,32.0
382,Red Hot Chili Peppers,Otherside,4.21666666667,Rock,2000-02-12,2000-05-27,22,14.0,15.0,2nd_week,72.0
383,Profyle,Liar,3.95,R&B,2000-09-16,2000-10-28,20,14.0,6.0,2nd_week,32.0
384,Barenaked Ladies,Pinch Me,3.76666666667,Rock,2000-09-09,2000-11-25,21,15.0,11.0,2nd_week,76.0
385,Jagged Edge,He Can't Love U,3.5,Rock,1999-12-11,2000-01-08,20,15.0,4.0,2nd_week,32.0
386,504 Boyz,Wobble Wobble,3.58333333333,Rap,2000-04-15,2000-05-06,18,17.0,3.0,2nd_week,34.0
387,Sting,Desert Rose,3.86666666667,Rock,2000-05-13,2000-08-26,26,17.0,15.0,2nd_week,88.0
388,Jay-Z,Big Pimpin',3.91666666667,Rap,2000-04-22,2000-07-08,20,18.0,11.0,2nd_week,52.0
389,Kid Rock,Only God Knows Why,5.45,Rock,2000-02-19,2000-04-15,20,19.0,8.0,2nd_week,47.0
390,Foo Fighters,Learn To Fly,3.91666666667,Rock,1999-10-16,2000-01-22,21,19.0,14.0,2nd_week,69.0
391,"Dixie Chicks, The",Goodbye Earl,4.31666666667,Country,2000-03-18,2000-05-06,15,19.0,7.0,2nd_week,29.0
392,Guy,Dancin',4.13333333333,R&B,1999-12-18,2000-01-01,11,19.0,2.0,2nd_week,29.0
393,Lil Bow Wow,Bounce With Me,3.36666666667,Rap,2000-08-19,2000-09-16,20,20.0,4.0,2nd_week,35.0
394,Westlife,Swear It Again,4.11666666667,Rock,2000-04-01,2000-07-01,20,20.0,13.0,2nd_week,82.0
395,Train,Meet Virginia,3.91666666667,Rock,1999-10-09,2000-01-22,27,20.0,15.0,2nd_week,67.0
396,"Thomas, Carl",I Wish,3.83333333333,Rock,2000-03-25,2000-05-13,20,20.0,7.0,2nd_week,64.0
397,Hanson,This Time Around,4.23333333333,Country,2000-04-22,2000-05-06,7,20.0,2.0,2nd_week,22.0
398,"Simpson, Jessica",I Think I'm In Love With You,3.53333333333,Pop,2000-07-01,2000-08-12,16,21.0,6.0,2nd_week,52.0
399,Ludacris,What's Your Fantasy,4.26666666667,Rap,2000-09-30,2000-12-16,22,21.0,11.0,2nd_week,83.0
400,Lil' Zane,Callin' Me,3.71666666667,Rap,2000-07-29,2000-09-02,13,21.0,5.0,2nd_week,89.0
401,M2M,Don't Say You Love Me,3.68333333333,Pop,1999-11-20,2000-01-08,12,21.0,7.0,2nd_week,53.0
402,SoulDecision,Faded,3.41666666667,Rock,2000-07-08,2000-09-09,24,22.0,9.0,2nd_week,90.0
403,"Brock, Chad",Yes!,3.36666666667,Country,2000-04-08,2000-07-01,20,22.0,12.0,2nd_week,77.0
404,"Martin, Ricky",Shake Your Bon-Bon,3.13333333333,Latin,1999-11-20,2000-02-12,18,22.0,12.0,2nd_week,66.0
405,Vertical Horizon,You're A God,3.75,Rock,2000-08-26,2000-11-04,21,23.0,10.0,2nd_week,55.0
406,Avant,Separated,4.21666666667,Rock,2000-04-29,2000-05-20,20,23.0,3.0,2nd_week,32.0
407,"Rimes, LeAnn",Big Deal,3.05,Country,1999-10-16,2000-01-01,20,23.0,11.0,2nd_week,52.0
408,IMx,Stay The Night,3.61666666667,Rap,1999-10-09,2000-01-08,20,23.0,13.0,2nd_week,61.0
409,Dr. Dre,The Next Episode,2.63333333333,Rap,2000-05-27,2000-07-29,20,23.0,9.0,2nd_week,67.0
410,"Spears, Britney",Lucky,3.38333333333,Rock,2000-08-12,2000-09-09,11,23.0,4.0,2nd_week,41.0
411,Savage Garden,Crash And Burn,4.68333333333,Rock,2000-04-08,2000-05-27,20,24.0,7.0,2nd_week,58.0
412,Kandi,Don't Think I'm Not,3.83333333333,Rock,2000-08-05,2000-10-07,24,24.0,9.0,2nd_week,66.0
413,Sammie,I Like It,4.15,Rock,2000-01-29,2000-04-15,20,24.0,11.0,2nd_week,68.0
414,Goo Goo Dolls,Broadway,3.9,Rock,2000-04-22,2000-07-01,20,24.0,10.0,2nd_week,58.0
415,"Moore, Mandy",I Wanna Be With You,4.2,Pop,2000-06-17,2000-08-12,23,24.0,8.0,2nd_week,63.0
416,Dr. Dre,Forgot About Dre,3.7,Rap,2000-01-22,2000-03-25,20,25.0,9.0,2nd_week,55.0
417,D'Angelo,Untitled (How Does It Feel),7.16666666667,R&B,2000-01-22,2000-02-19,17,25.0,4.0,2nd_week,56.0
418,"Messina, Jo Dee",That's The Way,3.28333333333,Country,2000-06-24,2000-08-26,20,25.0,9.0,2nd_week,67.0
419,Avant,My First Love,4.46666666667,Rock,2000-11-04,2000-12-16,20,26.0,6.0,2nd_week,62.0
420,Son By Four,A Puro Dolor (Purest Of Pain),3.5,Latin,2000-04-08,2000-08-19,26,26.0,19.0,2nd_week,80.0
421,Da Brat,What'Chu Like,3.95,Rap,2000-06-03,2000-08-12,20,26.0,10.0,2nd_week,65.0
422,DMX,Party Up (Up In Here),3.75,Rap,2000-02-26,2000-04-22,21,27.0,8.0,2nd_week,74.0
423,"Dixie Chicks, The",Cowboy Take Me Away,4.85,Country,1999-11-27,2000-01-29,20,27.0,9.0,2nd_week,72.0
424,"McGraw, Tim",My Next Thirty Years,3.61666666667,Country,2000-10-21,2000-12-16,20,27.0,8.0,2nd_week,62.0
425,"Tritt, Travis",Best Of Intentions,4.25,Country,2000-08-19,2000-12-02,22,27.0,15.0,2nd_week,86.0
426,Alice Deejay,Better Off Alone,6.83333333333,Electronica,2000-04-08,2000-06-03,20,27.0,8.0,2nd_week,65.0
427,Hoku,Another Dumb Blonde,3.78333333333,Pop,2000-02-19,2000-04-08,14,27.0,7.0,2nd_week,49.0
428,"Houston, Whitney",I Learned From The Best,4.3,Rock,2000-02-19,2000-03-25,11,27.0,5.0,2nd_week,83.0
429,Counting Crows,Hanginaround,4.11666666667,Rock,1999-11-06,2000-01-29,20,28.0,12.0,2nd_week,70.0
430,Mary Mary,Shackles (Praise You),3.2,Rock,2000-03-25,2000-05-13,20,28.0,7.0,2nd_week,76.0
431,"Carey, Mariah",Crybaby,5.31666666667,Rock,2000-06-24,2000-06-24,7,28.0,0.0,2nd_week,34.0
432,"McGraw, Tim",My Best Friend,4.55,Country,1999-11-27,2000-01-29,21,29.0,9.0,2nd_week,76.0
433,Sugar Ray,Falls Apart,4.25,Rock,2000-01-15,2000-02-19,20,29.0,5.0,2nd_week,64.0
434,Madonna,American Pie,4.5,Rock,2000-02-19,2000-03-04,9,29.0,2.0,2nd_week,35.0
435,"Jones, Donell",Where I Wanna Be,6.36666666667,Rock,2000-04-22,2000-07-08,20,29.0,11.0,2nd_week,71.0
436,"Paisley, Brad",We Danced,3.75,Country,2000-10-14,2000-12-16,20,29.0,9.0,2nd_week,68.0
437,Lonestar,What About Now,3.5,Country,2000-06-10,2000-08-19,20,30.0,10.0,2nd_week,72.0
438,"Backstreet Boys, The",The One,3.76666666667,Rock,2000-05-27,2000-07-01,15,30.0,5.0,2nd_week,50.0
439,"Keith, Toby",How Do You Like Me Now?!,3.48333333333,Country,2000-01-29,2000-04-08,20,31.0,10.0,2nd_week,72.0
440,"Strait, George",The Best Day,3.4,Country,2000-01-29,2000-04-22,20,31.0,12.0,2nd_week,64.0
441,"Dixie Chicks, The",Without You,3.53333333333,Country,2000-10-07,2000-12-23,20,31.0,11.0,2nd_week,70.0
442,Musiq,Just Friends (Sunny),4.03333333333,Rap,2000-10-14,2000-12-30,20,31.0,11.0,2nd_week,83.0
443,"McEntire, Reba",What Do You Say,3.43333333333,Country,1999-10-30,2000-01-29,20,31.0,13.0,2nd_week,76.0
444,"Braxton, Toni",Just Be A Man About It,4.16666666667,Rock,2000-07-29,2000-09-02,20,32.0,5.0,2nd_week,69.0
445,"Iglesias, Enrique",Rhythm Divine,7.58333333333,Latin,1999-12-04,2000-01-22,17,32.0,7.0,2nd_week,84.0
446,"Fabian, Lara",I Will Love Again,3.71666666667,Pop,2000-06-10,2000-08-12,17,32.0,9.0,2nd_week,80.0
447,Bon Jovi,It's My Life,3.73333333333,Rock,2000-08-12,2000-09-30,20,33.0,7.0,2nd_week,58.0
448,"Evans, Sara",Born To Fly,5.6,Country,2000-10-21,2000-12-30,20,34.0,10.0,2nd_week,71.0
449,"Chesney, Kenny",I Lost It,3.9,Country,2000-10-21,2000-12-23,20,34.0,9.0,2nd_week,67.0
450,J-Shin,One Night Stand,4.56666666667,R&B,1999-12-25,2000-02-26,17,34.0,9.0,2nd_week,96.0
451,Eve,Love Is Blind,3.85,Rap,2000-01-08,2000-02-19,16,34.0,6.0,2nd_week,91.0
452,Aaliyah,I Don't Wanna,4.25,Rock,2000-01-29,2000-03-04,20,35.0,5.0,2nd_week,62.0
